s,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N
279,-0.7061432964921139,-0.5788281709051787,-0.18146014941038763,0.13879677107259294,-0.5795266266792859,2.1095897444072294,1.293474072471366,0.7536505499496943,0.7790150121006382,-0.19270911618125267,-0.7256787245150063,0.4858467735189806,-0.2976696122319786,1.1126398042299737,0.1217171688104431,0.32268722218003854,0.023946374715778925,-0.6936910941356591,0.45335854154212085,0.3736280024950752,-0.2780444673390477,0.9879860441180365,0.5758185568094989,-0.412180814868346,-0.3617947577301787,-0.12490167244014094,0.6136796868165147,1.5437350929777223,0.24581710640601245,2.059768825653849,-0.6124122152806039,-0.15298922122923278,0.5185795163927573,0.515585092401801,0.32065631908725484,0.5532578626907598,0.20526760136319108,-0.11913020485415804,0.047187597834179376,-0.1971267208281683,0.12362995010873296,-0.7388983895206422,0.5315092660879344,-1.0425097505477594,-0.19940636927041802,-0.45387640493638587,0.04550310913977402,-0.9324151458475916,-0.915028434932684,-0.895050338402047,-0.6355871563691767,-0.7588700293224543,-0.7848714836155357,0.19541699852413955,0.8444975812012223,-0.16698714789395203,-0.48096051068863455,-0.9161756387640704,-0.5791143636542536,-1.3751511405036765,0.28964270364083977,-0.3974990067632918,-0.1831029618245429,0.6589702987055921,0.5029377741631132,1.1087008252936732,-0.13746607079579065,-1.2209635630346605,1.4350530968457822,0.0,0.19541699852413955,-0.3044596885351783,0.81213626417718,0.5281789159910181,0.0,0.0,-0.7676939363357783
280,-0.6472688792135379,-0.598097210146976,0.9085467759987084,0.7335645372060137,-0.15432515755770795,1.5074684748929366,1.8947293628131225,0.9390183414574678,1.5684464517754146,0.1048105523527189,-0.5501777123300821,1.138934297323289,0.3837941022665727,1.7312774098233341,0.6036729694336337,0.4862192438570861,0.3707520216611681,-0.6080785750208566,0.39022030536222163,0.48695514284684055,-0.2000700890162511,1.1388703609513597,0.7608654739634249,-0.2707946431137126,-0.08351972149874831,0.27393452601540214,0.9400318005306709,0.9356213565879175,0.5496703752777167,2.6579065422386625,-0.5701739783377777,0.12774072309998424,0.35751791320108733,0.48419418497545064,0.6335931687357897,0.7788671593340198,0.5657712226875623,0.1474836397951879,0.4553957007354924,-0.3164674895842973,-0.009461601903385082,-0.41881648412462624,0.5849995682309548,-0.9395185395683632,-0.2689866479310933,-0.6544257440947336,0.000633064353413239,-0.8768361568383451,-0.893723934873414,-0.7733404410656827,-0.6516226887774555,-0.6201119710374002,-0.3625203172745237,0.3537805070218181,0.7886552010860779,0.1984298251566717,-0.5310175360506751,-0.7016786208043148,-0.6217156262439091,-1.64431765283062,0.50837883120459,-0.5833616656280456,-0.20152426318789468,0.48498089840383696,0.510381736293079,1.0780462204894288,-0.19077755699560708,-0.7485398532567645,1.8800930965139186,0.0,0.3537805070218181,-0.8801742977389955,0.29805285702640144,0.19906099859379256,0.0,0.0,-0.7574793599707557
281,-0.6091449553376356,-0.7244188961565867,-0.027553894360340597,0.25423060480480475,-0.6686986499937637,1.0729819459041774,2.291933999226047,0.7600960365721693,0.9821319092820912,0.599295589989197,-0.6951885809058456,1.2778064305437147,-0.3764161479794514,2.0285858980439673,-0.02625609912863186,0.3558654200473511,-0.03376981395478336,-0.7875809488200467,0.7904335651800505,0.3758476569006367,-0.33901834585107493,1.3622176260302274,0.6159019934208079,-0.47624628102205036,-0.4221745591317956,-0.041518457711842635,0.5693395742608435,0.5026369757178082,0.20199889882466865,2.0798671166864597,-1.1898726141204565,0.04060826102871647,0.19050831334718252,0.6149062277556793,0.19362426608476585,0.28403188366535337,0.1030592399498993,-0.23293254835471044,-0.28095515131005966,-0.01982944591262615,-0.23868835968603877,-0.8342452217279729,0.3212072479753271,-1.0133195526878804,-0.0014708977803029938,-0.7100568605146509,-0.03886112707967162,-0.21680630811131762,-0.9769519311380876,-0.8423543527067322,-0.6799539138818699,-1.1954869400185755,-0.8248849104426724,0.38342220152169154,0.18116048072381424,-0.47179132622137576,-0.8639079010238179,-1.2434207839260019,-0.6198400682978008,-1.5675764531358412,0.2784445199897224,-1.0734699376608898,-0.27150256391892635,0.48314049200290055,0.26252467100928684,1.1284870013105137,-0.13673881226590076,-0.947570334378486,1.3820434991607171,0.0,0.38342220152169154,-0.8029378134590591,0.4138066278720252,0.20746153229275668,0.0,0.0,-0.8725380427676893
282,-0.9013954524574029,-0.8254322267546669,-1.0210718882105165,-0.11260391090661305,-0.8137681091891722,1.2935863535732623,-0.40795645889690996,0.6390904054629156,1.0960327166779373,0.02062388657219835,-0.8423192715214645,0.033014360987912765,-0.9260458873052391,0.949023604621484,-0.19548791815876723,0.10477424621444245,-0.15409959167771897,-0.7717272860732198,0.08502624892763065,0.41592346192309054,-0.18161518182122305,0.9905698882587598,-0.40111724211906546,-0.4763922702799787,-0.4047573928537269,-0.1692736687134821,0.3994222633897636,-0.2753764256943931,0.21631285165792838,2.689958554950825,-1.813780611119425,-0.47571712811540134,0.4672584575029841,-0.25288896504369396,0.049109769360243756,-0.07207836031055478,0.411248779389431,-0.2593483289478047,-0.15347401447832462,-0.6885365094958477,-0.7373741531729082,-1.2738112360583633,0.5385070271719835,-1.0084558117093079,0.2633122202969111,0.1488598553674406,0.18819048399928942,-0.8063637339870499,-0.7887113349866633,-0.7218472182094157,-0.6667714680369142,-0.4301707483691395,-1.2570617413505862,0.7947891420609837,1.518555807394396,-0.38927067748202376,0.007841286515572322,-1.4896661151725317,-0.6436399809297131,-1.147809780074678,1.2280990382331034,0.500432638752883,0.2203906379700889,0.9829866872949925,1.479450976404644,1.5159006019567551,0.6880558568706452,-0.7916670406805486,3.297055803158545,0.0,0.7947891420609837,0.8211495861391931,1.5912162076357659,1.373272262495055,0.0,0.0,-0.6083771369374886
283,-0.8675261295700605,-0.7799404988728204,-1.2299579761369936,-0.05106898712965717,-0.88910287743167,0.8247382094318306,-0.5180999599933557,0.6241325234792215,2.019892876694237,0.3260277706275907,-0.8347546758493279,0.3533547097651319,-0.9831368087455156,0.620077782129463,-0.5469721251171724,0.1454262536084285,-0.4875038398419603,-0.8388189609937895,0.55767375061285,0.7846958170301921,-0.32171370442937197,0.6564546432427909,-0.8813707759081203,-0.6051000922588055,-0.535244960318587,-0.29581432692583415,0.24225622608181485,-0.4727313812651639,0.04819946112508148,2.3625229946437765,-1.3756707916031543,-0.5247787012670668,0.5093624844789924,0.08862418225795514,0.10247120219522937,-0.07992236169688402,0.32505932420330536,-0.5084080414651794,-0.28409744453739855,-0.8904570875019145,-0.9468933237193145,-1.2110433109691396,0.34271167283926485,-1.1825199847208083,0.15595541296684545,-0.09018173425632423,0.0830403721400716,-0.9281360507588442,-0.9117644586315515,-0.8274265389469602,-0.6767853425897457,-0.7078012911227823,-1.5499116732693823,0.2571172287678903,0.7172064769504928,-0.04017631393330191,-0.1294188231228064,-1.954888856363201,-1.0174034053340182,10.94570105396087,0.9561479829160019,0.2712523196499409,-0.04403288560903149,0.6090615476220509,1.0011596420077429,1.1232296026095416,0.28087521286030387,-1.2261606604509974,2.875106634713569,0.0,0.2571172287678903,-0.8189290252619037,0.970610190955897,1.1923665114105655,0.0,0.0,-0.7774661274465898
284,-0.3980907069881716,-0.5626768244507767,0.257960302083293,1.253445280624654,-0.1645009023152169,2.2783802176941363,0.8626689363295746,1.3232717778612564,2.6969500705030325,4.523578510903296,-0.6273386504848933,1.662144205787524,0.011931930761858922,1.7978585793672321,0.7877682276053888,0.9350439717096325,0.7393342538318699,-0.4250422239094719,1.2136446542120123,1.6290925476748481,0.10190018420813209,2.117882572676943,0.512445579636268,-0.0051603116405119645,0.03050980874015052,0.5823728201020927,1.755116264564346,0.5114985770497319,1.1595458182081808,3.9739074613468905,-1.170855461373837,0.33646149339639575,0.8458128294896278,1.0514450280148882,0.5970594106882078,1.0906724813403017,1.2833857576753185,0.581500543801389,0.6878700459421104,0.07514238504416006,1.0626605059792986,0.20376380826311857,0.8816609245296385,-1.143396006391936,0.1649688506611688,-0.467776139583734,0.059960540024333875,-1.0480810575880943,-0.8802711062048141,-0.6722053247316296,-0.6842793776894656,0.6836935580225061,-1.7894653886621739,0.297366100872029,0.6135884674677338,-0.45894390681295655,-0.19005048861884213,-1.5627510966083584,-0.9021590303790322,-1.9796315664858615,1.1786094498651196,0.5236656544368056,0.04891884680356669,0.7278271622395338,0.5519366671622364,1.3731453032935335,0.5110615809632247,-0.5589580126774769,3.0159417380293863,0.0,0.297366100872029,0.3732913404471387,1.1278028043155581,0.831850594164726,0.0,0.0,-0.7350013199702563
285,-0.5229346114600555,-0.33216548427630077,0.36706018589543765,0.6079268136718753,0.722499428567118,-0.12405122462527723,0.05837266523676648,0.9342059354692639,-0.024929922036176038,-0.3413339927245006,-0.5050370347195463,0.9559892362901891,0.03519546893454965,1.164988102515806,0.770339326441022,1.3603115411119933,1.0710004237860966,-0.5223997791265232,0.07476609497560689,0.7595955114215337,-0.6361395433906633,-0.3615205530013023,-0.8378918956542023,0.988294178150713,1.0914905216690498,0.4208202331079573,0.16086553327592448,0.711289453047095,0.3089863033388817,-0.4318111832803788,-0.7410494233251558,0.7543579114968332,0.6931383878671262,0.33684650316775305,0.25676017320775224,1.256697051471793,-0.3472043582545608,0.3756151643343969,0.23148542205749953,-0.37216872614722474,-0.25748112945645535,-0.5967773010196414,-0.20888637343144514,1.1516373732244818,1.8564473699527793,-1.3565575611392842,-0.07054934216592977,0.13525641562449495,-0.3891150360034428,-0.47183315575747425,-0.42329570342163125,-0.7702970583630403,1.580455057175086,0.3535544362188372,0.20812172106954097,0.7089066559939443,-0.37825947383904457,-1.5828418326071785,0.20765738804641734,-0.5919800674814351,0.24987395283114103,-0.7658135307713884,0.45694680391433146,0.9114124878353344,-0.5079859963152096,0.8378740889712856,0.2918450342608651,-1.4591191397428436,-0.9816607676247456,0.0,0.3535544362188372,-0.9490513516577679,0.8259040620288195,0.0,-0.13473785581642575,0.0,-1.0286740011097182
286,-0.46692184698384204,-0.30740559521578364,0.5735767529617135,0.7132505577524818,0.7962587177140354,0.11535361686451315,0.09452629771997476,0.9530201431430712,0.39727426703288476,-0.15551220862989015,-0.4899931573075225,1.0946114752761902,0.09875231165300434,0.5856343788884728,1.2259912987796708,1.4466235737186204,0.9569203317775898,-0.4463417775307524,0.048354836973661997,0.7261362122326086,-0.6084588054387985,-0.09927094078287566,-0.3471199871508222,0.9849926452948526,1.170312345584691,0.3289788664763945,0.06638465752783493,0.8954427721181287,0.5671072677331922,-0.23563544729727914,-0.7767300885005809,0.9628363097513155,0.7305952664314299,0.1979666687387456,0.5004577486845785,1.0183031895349173,-0.3420999916290344,0.46504845814604623,-0.0496075130860517,-0.27289655976592936,-0.15137135443478802,-0.060887406493192485,-0.20397017486925967,1.1926919723229057,1.9973116611431996,-1.32873731356755,-0.1576348626417998,-0.059290226531199024,-0.38152796569696645,-0.2319760381490127,-0.38145700248803993,-0.9572004038725052,1.3613821577531582,0.3708351174088803,0.3237404794239424,0.6381842611610024,-0.36724615728838433,-1.4499799864461025,0.3659105722878807,15.273746763533525,0.001803487333300038,-0.35898968304175555,0.3000982542093242,0.8817280205144494,0.10885896187891475,0.8822420238024261,0.3664447631526057,-1.225169585096854,-1.0072562851041371,0.0,0.3708351174088803,-0.9090816866542266,0.9985826600030874,0.0,-0.15485854766081056,0.0,-1.0347759407679709
287,-0.43746725593099395,-0.3432976114019743,0.7319275208824229,0.7690478541534276,0.6869427945683708,-0.1540673557231215,-0.08896803037160372,0.9861115926402613,0.5879515743418035,0.7446506574983119,-0.5350011153429564,1.0077550877588872,-0.03819713023698063,0.543135409125988,0.94555857195967,1.4278805534254673,0.7497083905950462,-0.4269644540226989,-0.06715575826889868,0.6429752388852447,-0.5977574564984648,-0.4110005586736117,-0.09817251045449142,0.8705446051994524,1.097875533408456,0.45683706221505915,-0.02045458492197103,0.9560676703367905,0.4474705728763373,-0.2599000509098982,-0.7065949204957981,0.7525920318083137,0.7008402173899954,0.08839152869088508,-4.9968968314747036e-05,0.9954976473322018,-0.48013823870218403,0.40995986905925647,-0.05928611560744448,-0.19880692231409106,-0.3209261755687362,-0.2741699660285475,-0.2628684126649994,0.8231029122126404,1.8123427729124888,-1.3667320253394157,-0.21382169272970417,-0.03339305355276851,-0.5087410187446616,0.10179940580251436,-0.39369223290167593,-0.8385554448906753,1.3927991377741713,0.28407844954986045,-0.008333545925577005,0.458708105318426,-0.44778920021800805,-1.0811551888137396,-0.10928867545837,-0.8745874879999304,0.016219459549055182,-0.7513034913685748,0.09018406433739527,0.8566711956712283,-0.45004278236359124,1.065621744441686,0.3513397190088626,-1.380933658194499,-1.1429284562174966,0.0,0.28407844954986045,-1.0899743694914852,0.7805336003783572,0.0,-0.17491938663716053,0.0,-1.19110143510298
288,-0.5535088746841389,-0.4243072706620124,-0.05940401483662705,0.22502107494523016,0.20639842202738357,-0.10567299274688025,0.012136063696864603,0.7761424816546781,-0.10438093638145693,-0.38170682837783804,-0.5382164243646387,0.8277508793933855,-0.18150405100372338,0.46338061720768525,0.7484505471577136,0.9363044901606894,0.6263245116427545,-0.5914352081238441,0.13335504351686095,0.3909729190809104,-0.5903435666574526,-0.050387295037310036,-0.5584671092493787,0.5853670173069295,0.6188325865356441,0.17441300537803137,0.7210299409113473,0.29259467681606055,0.24121503996979518,0.20013842694323852,-0.9750738727843299,0.20311100052793607,0.8348051009236512,0.3326658427696033,0.41625027537524634,0.5917497490212269,-0.033699104100641926,0.012298543885228013,0.01899112350821901,-0.29961116970377444,-0.27787413711237313,-0.4829640789438883,-0.22647399984356276,0.7329078095234,1.4771530450174435,-0.9588665720728907,-0.16904600009083012,0.31280832322498575,-0.48024438460513164,-0.7012338533252774,-0.41117592308826684,-0.48471333125089217,1.422339635656459,0.9589080656169029,0.6793267504593257,0.781957032323462,-0.20477919536953967,-1.2396469667604113,0.2789284466072277,-0.5551951956846135,0.43213791660654205,-0.3278529242102227,0.4870242150045769,1.3204652731522195,0.1062769875582145,1.15407501447133,0.5903916886370767,-1.8502275618743884,-0.47334333537224976,0.0,0.9589080656169029,-0.7214047415489258,0.9988734822011752,0.0,0.3997236410187975,0.0,-0.48818970399362455
289,-0.5655164574028752,-0.43794156082224084,0.08901289749218289,0.41226806004935757,-0.043968362119013865,0.07487009757806087,-0.1511282482356683,0.7679219226339123,-0.13000477654337217,-0.30191216943542176,-0.5202232623359866,0.9748946599813378,-0.07598367624776209,0.42218093726173817,0.34564342881402516,0.986718922524414,0.7644595175376331,-0.533713150219442,-0.1841173327251632,0.5765101839661586,-0.570358052541974,-0.04066045174196743,-0.2978514727617608,0.4842223265519695,0.6330459468783899,0.22681687915076337,0.16563682487906223,0.47925019108101846,0.2666612824447444,-0.08390161144306532,-0.5930885423908655,0.22652151726873734,0.8342543156546592,0.26473769251527146,0.30220803040115896,0.5294678943104353,-0.22224101172488026,0.27877276603615864,0.05320669110309502,-0.28506350374788575,-0.2528990255142025,-0.4528343115964685,-0.21673326970323772,0.659690210371178,1.4507303660684774,-1.24860420414748,-0.2156523184500297,-0.061515635401363115,-0.580133484945555,-0.5127640001700619,-0.43270068461947225,-0.9122970036472701,0.6292224139416923,0.6020173209766854,0.49944158111022285,0.6279040692780292,-0.33179506031117517,-1.3289294917203618,0.08144544423639088,4.86136405890518,0.36486924813191945,-0.3809325515344815,0.008457377807407658,1.1403510245107777,0.3307524082567057,1.1746430700289723,0.2634976833862546,-1.37834458297537,-0.593331550519296,0.0,0.6020173209766854,-0.7861711136461438,1.0119891552109326,0.0,0.6608456081138149,0.0,-0.7244359321333463
290,-0.6257535475779251,-0.5683548180558029,-0.2445957450492256,0.019621906990957023,-0.07689223157872642,-0.08579953641439786,-0.27035607018655217,0.5786364838234177,-0.33112050055265985,-0.011572544077370777,-0.6018457952291334,0.6147547422559898,-0.3029065834696183,0.08438209915412671,0.06931031887190812,0.9013019876436331,0.2843156965623335,-0.6565019484268003,-0.5829886149633768,0.05915089951046578,-0.6413677766122889,-0.5239077213794102,-0.8567477866528708,0.2840225894792477,0.3874021560735877,0.03876060966376393,-0.25241205531625405,0.1733224307772513,-0.06988119990815583,-0.4332227218472674,-0.9480259478940516,-0.029104998019923035,0.7758105325180423,0.06661925516237711,0.18012028567172406,0.5483586668581157,-0.3941095620099713,-0.16990213436260046,-0.27803474895257946,-0.45556704747337357,-0.4490252986540277,-0.6161373122144141,-0.3463323195295587,0.4129087317347813,1.509226577616985,-1.399442836805489,-0.2684544191796244,-0.07845938310318958,-0.643958090805892,-0.3639327784780062,-0.4565665982063543,-0.8391111709580206,1.0834640517329082,0.4672035085149662,0.20863852259830762,0.09563469145513136,-0.3284470483812303,-0.9150277003895226,-0.2660735329897299,-0.9105003907810671,0.11332160413187291,-0.8018368229187914,-0.3273099033523612,0.8961354468413558,0.10400832504618841,1.066935935615371,0.4080446469526786,-0.9721158511263482,-0.8175857450214196,0.0,0.4672035085149662,-0.9762289025366916,0.9212291660458513,0.0,0.04922665731896053,0.0,-0.8560808141177904
291,-0.6382216589384385,-0.683238389235516,-0.7627439728264032,-0.32017288683425615,-0.5146351167456559,0.09583284453358354,-0.02722628062207785,0.4866410984225751,-0.4402056530450024,-0.5341936840108971,-0.6068603630871163,0.6513326523294795,-0.5930602975569851,0.22130668326412478,-0.19367871639755674,0.40187912199142933,-0.08228140583879297,-0.6982986115754978,-0.45451351782036664,0.2634479528630596,-0.6223945544482165,-0.09773278088465666,-0.48184815727196795,0.009573921923456706,0.040514632665342776,-0.3696762237892265,-0.21412385379905172,1.0364871195336518,-0.06627517364135294,0.4205876199887441,-1.497122717411142,-0.4830353048930677,0.2165228107873031,-0.35586562889511075,-0.13356455599845776,-0.05943105401080315,-0.4007502299465995,-0.8421559770256754,-0.3886844503797971,-0.6627608795694839,-1.050306284235592,-1.2421402536794057,-0.2021959200016504,-0.03168945645174289,0.24787401806006193,-1.132757433608278,-0.3310148741590633,-0.0035734793412041,-0.860792855895392,-0.9329889033530965,-0.5396408835416799,-1.0328805266151104,0.4124336988183956,0.46593608243229917,0.40859557292828863,-0.013696126640083302,-0.4030466412790974,-1.0180826129740481,-0.15793178699928093,-1.0467076296958633,0.6052880579504097,-0.6266574267626142,0.17498700835094902,1.0761456671945904,0.33134522750596274,0.7932652260080675,0.06370325798361226,-1.4703921775567883,-0.09395916499598767,0.0,0.46593608243229917,-0.14988764567990176,0.6507055471617402,0.0,0.6282863660386656,0.0,-0.5489271894868734
292,-0.7361109184980714,-0.6212815227453293,-0.5345116871051773,0.012669135411563268,-0.17091063319590294,0.2978630820978838,-0.0896653415751074,0.5915583747171022,-0.12629393919338877,-0.3820090609964464,-0.6811430874246632,0.7450484373669568,-0.5245073283903385,0.4295966330227361,0.3675495596627572,0.4563374312584593,0.31713738035875827,-0.6561667124353381,-0.4105727592783802,0.3867061326431002,-0.5144374733488137,0.5886017028524224,-0.24455795181953732,0.08950908603297665,0.17916622652295178,-0.04319207618707164,0.09451366380756147,0.24496574654316833,-0.055284103750846234,0.22562932224162732,-1.53734243858277,-0.4027400226137359,0.3148748326134957,-0.173244632305785,-0.1386158803417192,0.12928676888041896,-0.4594541903786011,-0.5419497649563056,-0.07705899352379225,-0.6522350234889852,-0.7314401970509045,-1.040440588906339,-0.23629012510131356,-0.11216602441279121,0.35177259867389843,-1.2971904483286407,-0.3521877177875061,-0.36609123802386206,-0.9221897413488022,-0.8432469344345783,-0.5471453817098418,-0.912230317773862,0.345020954430501,0.20174740147402637,0.6865177599393567,0.05209922126164384,-0.5767436846708397,-1.7832602754807605,-0.2731696806683974,-1.1228276742690206,0.20186848944225264,-0.729836770052676,-0.1529853316563109,0.8492380850306334,0.351488612477291,0.9142704048388317,-0.004018230586265798,-0.9964170933554005,-0.14764262311640836,0.0,0.20174740147402637,-0.9021610347615753,0.6123933858904114,0.0,0.6181063019987612,0.0,-0.5505377485494541
293,-0.7146835761785091,-0.6129161704500381,-0.30665326542254706,-0.02848993901141532,-0.14157442237911008,0.26552125989107744,0.5018296267285098,0.6853418206323074,0.5130298023241143,-0.2528283969394721,-0.6667113836884796,0.8957597021172248,-0.21906662572481672,0.5004319841304984,0.24165207949631656,0.5295196202905003,0.47798313715168866,-0.5739409853469933,-0.5566051475762912,0.2971618550356733,-0.5678897997177976,0.1559487295560279,0.5452902568303207,0.0997660395873472,0.2633940079559862,0.0016667165198475907,0.3231803725298411,0.4573965188862988,0.0765308260147594,0.42881926604273674,-1.5303396750100209,-0.3172465738664161,0.3619709115973134,-0.042986851382329286,0.06637578313650021,0.3006885432330289,-0.25945096500131515,-0.4475260778594468,-0.04163157873215756,-0.4677698191177238,-0.5420266182623359,-0.9546599743357523,-0.2590777339919843,-0.21705397963074058,0.8033558990744245,-1.091646653890765,-0.33617935358844003,-0.16071726321504204,-0.9814888533923503,-0.5837512321897711,-0.5263759371039153,-0.8272736756241976,0.43351384546696625,0.26075272198455535,0.199401350816265,-0.4786658655376336,-0.6405344901461176,-1.1243226311776289,-0.45113948140965315,-1.3147432095221367,-0.09281423201012787,-0.851631018056959,-0.5451160762584046,0.8813122731045023,0.2121245538112181,0.9359684497048206,0.13333126353596012,-1.2472811571655762,-0.14344237771527504,0.0,0.26075272198455535,-0.5202751171374187,0.7324767795517625,0.0,0.7663753768745114,0.0,-0.6235119356843305
294,-0.6913365975388536,-0.8300801522706575,-1.4743578657329763,-1.2076031830611715,-1.0661970253433966,0.06150849945561307,-0.04173629530284515,-0.07334809116395057,-1.0070269169380515,-0.7658569082339093,-0.6669996448805338,0.2239741882014009,-0.9120137048682772,0.05356321430763812,-0.9900319493937147,-0.5295846175727854,-0.9834174583322031,-0.7482185909160075,0.04350136815045939,-0.1662643682950459,-0.6208597170456583,0.29927663140780075,-0.2997873957843355,-0.89119251597547,-0.6967161838321246,-0.5934986215455685,-0.7045785507905723,-0.7047060003674045,-0.9906878489516442,0.2088686751112259,-1.9738074640112462,-1.2370922855622748,0.0036822895742748825,-1.0006773414888397,-0.8387516173786616,-0.542688694100633,-0.4523728360189685,-1.2773055913304527,-1.2662183876295414,-1.2033970032950956,-0.8193421379862503,-1.1507487016892808,-0.6342963182756394,0.09152054542663414,0.38658958776131985,-0.21697466695057016,-0.0636014338449529,0.08247608295292244,-0.659237700610286,-0.8656415216926511,-0.5157654570927777,0.10686536396371572,0.8155091406744783,0.3268378568420765,0.7875230837743781,0.34298517453607374,-0.06962230856813782,-0.9258032309825435,-0.4311046223023992,-0.5719755383033851,0.5780877036587407,-0.2924955714709983,-0.08742130758170089,0.8629377752780687,-0.04556084150682046,0.9022618772255196,1.5337661278653847,0.0030458705569166486,1.2876802058193173,0.0,0.3268378568420765,2.2335903921720472,1.2243721291581062,0.0,1.6934668344084416,0.0,-0.019097964277140105
295,-0.6902942023826399,-0.6183544962824202,-0.549381625798176,-0.490853032908251,-0.8569830228932045,0.46379180958436417,0.5318294730421687,0.28177747883093335,-0.30430664668563684,-0.3614823925556239,-0.6411764248511315,1.2177261438400369,-0.2588859592165472,0.5020020893584888,-0.43447959427470817,-0.04347155477268825,-0.39637528669980726,-0.4302205718134914,0.5998922113087016,0.4704818980055636,-0.48253639719942437,0.543546888113814,0.3768687857244056,-0.543508959000394,-0.36888268714225786,-0.12547607579933426,0.20541187177559977,1.4293464277545622,-0.28589894660239956,0.9351946022837162,-1.357382519617305,-0.785530165369208,0.2552347377821504,-0.44129703006088106,-0.3692831203976255,0.0953539826411467,0.22034363575218127,-0.6481844059846062,-0.2587222918640721,-0.5430391343412906,-0.7774663989657207,-0.8550255826293062,-0.4063606000246399,0.2780797968686734,0.1898376878311133,-0.1141191384619596,-0.13023448670947735,-0.008428926608744275,-0.6696455422216843,-0.8744753499743794,-0.5095016369711264,-0.05129784434759783,0.7785441802710645,0.15843585163479504,0.7595857291474725,0.027406814874554267,-0.13066920820694533,-0.27606844774744727,-0.48848703088100304,-0.6370768149744216,0.5051783312383745,-0.709830288965664,0.03074634327743713,0.6486277309410543,0.7104401293526931,1.0340942513837985,1.3916031724340092,0.08654109603606432,1.0983501868051813,0.0,0.15843585163479504,2.660751669557235,0.7471324201803677,0.0,1.7299399637399067,0.0,-0.19765158329628255
296,-0.7091717001017211,-0.6850516217273003,-0.6249095359583365,-0.630559957975912,-0.8045547510293525,0.3867445447868377,0.46738175774003804,0.21938083041510628,-0.4326121737813312,-0.2977676561591869,-0.6738764009577032,0.3289210666523027,-0.3226037992550891,0.4232712640343225,-0.354359707732853,-0.03926835439062013,-0.5380949624998149,-0.4765998539627941,0.11775918154631987,0.10438950819331348,-0.4787618038647566,0.26378283880564235,0.5626684543371836,-0.5750281464530063,-0.31937754216957986,-0.18877015017570786,0.2994480396315611,0.21730926908624862,-0.4288953507251457,0.6869523681026368,-1.2688873151197904,-0.9532995523098958,0.14249587068074365,-0.48724512418996674,-0.042649547121758606,-0.3640059098322098,-0.0068963635199002634,-0.8699835850254672,-0.3847726284543262,-0.8989634031780168,-1.1475478380276911,-0.9984362977544177,-0.46323097245836525,0.028622960176449705,-0.03474879986520303,-0.7452660913919898,-0.12896366781875432,-0.011486344572897884,-0.8526184221368209,-1.0099253628436322,-0.5380150101679555,-0.06435325082568275,0.48979130432489365,0.09554773354811114,0.7844952972969192,-0.20169833805963722,-0.1029900151330363,-0.29651315157224384,-0.40328295707586587,-0.8844231139216534,0.6052621494372558,-0.5811641222454035,-0.08535722014751833,0.5853025633738624,0.16863241723040587,0.7171678498428804,1.4203666891178894,1.072073855134352,0.8877447827065876,0.0,0.09554773354811114,2.0691781712235713,0.678468291703179,0.0,1.6668835186136857,0.0,-0.24079753919793231
